=== NEW BUY SYSTEM + CONFIRMATION FILTERS ===
Native 2H | ATR 10 | Multiplier 2.0 | HL2 | Wilder RMA
Filters: 2H momentum > 0% | RVOL >= 1.20 | body >= 50% | 4H AL | 1D AL
No Study | production scanner/state untouched

BIST:A1CAP: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:ENTRA: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:EPLAS: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:ERBOS: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:ERCB: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:EREGL: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:ERSU: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:ESCAR: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:ESCOM: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:ESEN: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:ETILR: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:ETYAT: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:EUHOL: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:EUKYO: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:EUPWR: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:EUREN: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:EUYO: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:EYGYO: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:FADE: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:FENER: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:FLAP: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:FMIZP: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:FONET: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:FORMT: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:FORTE: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:FRIGO: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:FRMPL: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:FROTO: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:FZLGY: ENGINE=1->-1 BUY=False | REF=1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:GARAN: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:GARFA: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:GATEG: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:GEDIK: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:GEDZA: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:GENIL: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:GENKM: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:GENTS: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:GEREL: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:GESAN: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:GIPTA: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:GLBMD: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:GLCVY: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:GLRMK: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:GLRYH: ENGINE=1->-1 BUY=False | REF=1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:GLYHO: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:GMTAS: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:GOKNR: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:GOLDA: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:GOLTS: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:GOODY: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:GOZDE: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:GRNYO: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:GRSEL: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:GRTHO: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:GSDDE: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:GSDHO: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:GSRAY: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:GUBRF: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:GUNDG: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:GWIND: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:GZNMI: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:HALKB: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:HATEK: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:HATSN: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:HDFGS: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:HEDEF: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:HEKTS: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:HKTM: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:HLGYO: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:HOROZ: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:HRKET: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:HTTBT: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:HUBVC: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:HUNER: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:HURGZ: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:ICBCT: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:ICUGS: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:IDGYO: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:IEYHO: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:IHAAS: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:IHEVA: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:IHGZT: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:IHLAS: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:IHLGM: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:IHYAY: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:IMASM: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:INDES: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:INFO: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:INGRM: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:INTEK: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:INTEM: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:INTET: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:INVEO: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:INVES: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:ISBIR: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:ISDMR: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:ISFIN: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:ISGYO: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:ISKPL: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:ISMEN: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:ISSEN: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:ISVEA: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:IZENR: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:IZFAS: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:IZINV: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:IZMDC: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:JANTS: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:KAPLM: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:KARCL: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:KAREL: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:KARSN: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:KARTN: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:KATMR: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:KAYSE: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:KBORU: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:KCAER: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:KCHOL: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:KENT: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:KERVN: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:KFEIN: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:KGYO: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:KIMMR: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:KLGYO: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:KLKIM: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:KLMSN: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:KLNMA: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:KLRHO: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:KLSER: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:KLSYN: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:KLYPV: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:KMPUR: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:KNFRT: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:KOCMT: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:KONKA: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:KONTR: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:KONYA: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:KOPOL: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:KORDS: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:KOTON: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:KPEKS: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:KRDMA: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:KRGYO: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:KRONT: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:KRPLS: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:KRSTL: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:KRTEK: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:KRVGD: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:KSTUR: ENGINE=1->-1 BUY=False | REF=1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:KTLEV: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:KTSKR: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:KUTPO: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:KUVVA: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:KUYAS: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:KZBGY: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:KZGYO: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:LIDER: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:LIDFA: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:LILAK: ENGINE=1->-1 BUY=False | REF=1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:LINK: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:LKMNH: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:LMKDC: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:LOGO: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:LRSHO: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:LUKSK: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:LXGYO: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:LYDHO: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:LYDYE: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:MAALT: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:MACKO: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:MAGEN: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:MAKIM: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:MAKTK: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:MANAS: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:MARBL: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:MARMR: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:MARTI: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:MASFN: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:MAVI: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:MCARD: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:MEDTR: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:MEGAP: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:MEGMT: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:MEKAG: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:MEPET: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:MERCN: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:MERIT: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:MERKO: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:METEN: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:METRO: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:MEYSU: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:MGROS: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:MHRGY: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:MIATK: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:MMCAS: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:MNDRS: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:MNDTR: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:MOBTL: ENGINE=-1->1 BUY=True | REF=-1->1 BUY=True | MATCH=True | CANDLE=23.09.2026 17:00
BIST:MOGAN: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:MOPAS: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:MPARK: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:MRGYO: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:MRSHL: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:MSGYO: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:MTRKS: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:MTRYO: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:MZHLD: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:NATEN: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:NETAS: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:NETCD: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:NETGL: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:NIBAS: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:NTGAZ: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:NTHOL: ENGINE=1->-1 BUY=False | REF=1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:NUGYO: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
